0.33,75
0.38,71
0.42,70
0.46,73
0.50,79
0.54,76
0.58,76
0.63,68
0.67,61
0.71,69
0.75,71
0.79,70
0.83,66
0.88,71
0.92,71
0.96,67
0.00,68
0.04,69
0.08,70
0.13,79
0.17,68
0.21,60
0.25,62
0.29,63
0.33,67
0.38,77
0.42,64
0.46,61
0.50,60
0.54,62
0.58,70
0.63,61
0.67,58
0.71,63
0.75,65
0.79,54
0.83,47
0.88,48
0.92,56
0.96,68
0.00,71
0.04,58
0.08,42
0.13,45
0.17,50
0.21,53
0.25,55
0.29,52
0.33,50
0.38,51
0.42,57
0.46,57
0.50,59
0.54,62
0.58,65
0.63,66
0.67,73
0.71,60
0.75,59
0.79,64
0.83,55
0.88,54
0.92,46
0.96,51
0.00,59
0.04,65
0.08,64
0.13,67
0.17,63
0.21,61
0.25,74
0.29,55
0.33,41
0.38,43
0.42,49
0.46,46
0.50,52
0.54,48
0.58,46
0.63,50
0.67,61
0.71,55
0.75,48
0.79,42
0.83,45
0.88,50
0.92,52
0.96,59
0.00,59
0.04,54
0.08,45
0.13,48
0.17,56
0.21,51
0.25,54
0.29,46
0.33,44
0.38,53
0.42,66
0.46,51
0.50,48
0.54,52
0.58,57
0.63,62
0.67,72
0.71,66
0.75,62
0.79,49
0.83,47
0.88,48
0.92,51
0.96,50
0.00,56
0.04,57
0.08,56
0.13,68
0.17,63
0.21,64
0.25,66
0.29,62
0.33,63
0.38,63
0.42,67
0.46,73
0.50,71
0.54,68
0.58,65
0.63,54
0.67,54
0.71,54
0.75,53
0.79,58
0.83,67
0.88,70
0.92,70
0.96,64
0.00,73
0.04,61
0.08,68
0.13,68
0.17,70
0.21,76
0.25,65
0.29,61
0.33,65
0.38,66
0.42,71
0.46,73
0.50,80
0.54,71
0.58,73
0.63,68
0.67,55
0.71,53
0.75,52
0.79,62
0.83,74
0.88,59
0.92,57
0.96,61
0.00,65
0.04,62
0.08,64
0.13,73
0.17,76
0.21,59
0.25,60
0.29,62
0.33,68
0.38,68
0.42,69
0.46,67
0.50,68
0.54,68
0.58,72
0.63,80
0.67,68
0.71,65
0.75,66
0.79,67
0.83,70
0.88,71
0.92,69
0.96,72
0.00,71
0.04,72
0.08,72
0.13,69
0.17,71
0.21,79
0.25,79
0.29,76
0.33,75
0.38,80
0.42,76
0.46,72
0.50,64
0.54,67
0.58,71
0.63,74
0.67,71
0.71,73
0.75,70
0.79,77
0.83,79
0.88,76
0.92,76
0.96,79
0.00,72
0.04,67
0.08,74
0.13,74
0.17,71
0.21,69
0.25,73
0.29,77
0.33,80
0.38,78
0.42,81
0.46,82
0.50,79
0.54,71
0.58,78
0.63,79
0.67,78
0.71,75
0.75,78
0.79,76
0.83,75
0.88,77
0.92,78
0.96,80
0.00,81
0.04,81
0.08,82
0.13,80
0.17,85
0.21,86
0.25,85
0.29,86
0.33,87
0.38,86
0.42,87
0.46,86
0.50,86
0.54,85
0.58,86
0.63,86
0.67,85
0.71,84
0.75,83
0.79,86
0.83,86
0.88,87
0.92,84
0.96,85
0.00,85
0.04,87
0.08,88
0.13,90
0.17,89
0.21,90
0.25,89
0.29,90
0.33,89
0.38,87
0.42,90
0.46,89
0.50,91
0.54,89
0.58,90
0.63,88
0.67,88
0.71,89
0.75,89
0.79,89
0.83,89
0.88,89
0.92,90
0.96,90
0.00,89
0.04,84
0.08,83
0.13,86
0.17,85
0.21,87
0.25,87
0.29,87
0.33,88
0.38,88
0.42,89
0.46,89
0.50,89
0.54,89
0.58,91
0.63,92
0.67,90
0.71,92
0.75,87
0.79,78
0.83,74
0.88,77
0.92,80
0.96,81
0.00,84
0.04,78
0.08,78
0.13,83
0.17,86
0.21,85
0.25,84
0.29,84
0.33,82
0.38,83
0.42,82
0.46,83
0.50,84
0.54,86
0.58,84
0.63,83
0.67,84
0.71,84
0.75,86
0.79,87
0.83,86
0.88,86
0.92,82
0.96,81
0.00,82
0.04,84
0.08,84
0.13,83
0.17,85
0.21,87
0.25,88
0.29,87
0.33,86
0.38,82
0.42,85
0.46,87
0.50,79
0.54,70
0.58,74
0.63,77
0.67,75
0.71,72
0.75,70
0.79,72
0.83,75
0.88,81
0.92,84
0.96,84
0.00,76
0.04,74
0.08,71
0.13,68
0.17,71
0.21,76
0.25,79
0.29,77
0.33,81
0.38,85
0.42,84
0.46,84
0.50,84
0.54,74
0.58,65
0.63,64
0.67,70
0.71,77
0.75,77
0.79,76
0.83,76
0.88,74
0.92,75
0.96,76
0.00,73
0.04,81
0.08,81
0.13,74
0.17,71
0.21,68
0.25,68
0.29,66
0.33,66
0.38,63
0.42,64
0.46,65
0.50,67
0.54,65
0.58,69
0.63,73
0.67,71
0.71,70
0.75,66
0.79,52
0.83,51
0.88,61
0.92,69
0.96,62
0.00,61
0.04,61
0.08,62
0.13,66
0.17,65
0.21,64
0.25,55
0.29,53
0.33,58
0.38,51
0.42,51
0.46,50
0.50,51
0.54,48
0.58,44
0.63,40
0.67,44
0.71,59
0.75,57
0.79,64
0.83,50
0.88,50
0.92,59
0.96,55
0.00,32
0.04,34
0.08,47
0.13,57
0.17,59
0.21,60
0.25,72
0.29,74
0.33,77
0.38,69
0.42,73
0.46,60
0.50,52
0.54,64
0.58,64
0.63,60
0.67,42
0.71,49
0.75,29
0.79,32
0.83,37
0.88,57
0.92,69
0.96,70
0.00,74
0.04,67
0.08,52
0.13,62
0.17,64
0.21,54
0.25,52
0.29,62
0.33,62
0.38,65
0.42,62
0.46,61
0.50,67
0.54,59
0.58,50
0.63,48
0.67,50
0.71,55
0.75,63
0.79,61
0.83,67
0.88,55
0.92,49
0.96,49
0.00,62
0.04,73
0.08,71
0.13,69
0.17,56
0.21,65
0.25,76
0.29,73
0.33,71
0.38,57
0.42,54
0.46,55
0.50,64
0.54,74
0.58,71
0.63,64
0.67,67
0.71,69
0.75,73
0.79,67
0.83,54
0.88,57
0.92,74
0.96,75
0.00,64
0.04,58
0.08,56
0.13,57
0.17,66
0.21,76
0.25,69
0.29,68
0.33,74
0.38,73
0.42,64
0.46,55
0.50,58
0.54,57
0.58,62
0.63,69
0.67,74
0.71,75
0.75,75
0.79,75
0.83,74
0.88,76
0.92,75
0.96,72
0.00,69
0.04,75
0.08,78
0.13,78
0.17,72
0.21,68
0.25,71
0.29,71
0.33,67
0.38,70
0.42,75
0.46,64
0.50,64
0.54,67
0.58,69
0.63,74
0.67,76
0.71,67
0.75,70
0.79,75
0.83,75
0.88,76
0.92,77
0.96,72
0.00,72
0.04,77
0.08,79
0.13,80
0.17,65
0.21,64
0.25,65
0.29,76
0.33,77
0.38,70
0.42,83
0.46,79
0.50,65
0.54,71
0.58,77
0.63,80
0.67,70
0.71,71
0.75,73
0.79,75
0.83,74
0.88,71
0.92,77
0.96,80
0.00,76
0.04,74
0.08,78
0.13,80
0.17,78
0.21,80
0.25,84
0.29,85
0.33,75
0.38,70
0.42,69
0.46,72
0.50,72
0.54,78
0.58,84
0.63,87
0.67,80
0.71,78
0.75,78
0.79,77
0.83,78
0.88,83
0.92,82
0.96,80
0.00,78
0.04,81
0.08,83
0.13,83
0.17,82
0.21,82
0.25,83
0.29,85
0.33,87
0.38,87
0.42,88
0.46,88
0.50,89
0.54,89
0.58,84
0.63,87
0.67,86
0.71,88
0.75,91
0.79,79
0.83,83
0.88,82
0.92,81
0.96,82
0.00,87
0.04,89
0.08,89
0.13,89
0.17,88
0.21,90
0.25,89
0.29,89
0.33,87
0.38,88
0.42,89
0.46,88
0.50,89
0.54,89
0.58,90
0.63,89
0.67,87
0.71,84
0.75,88
0.79,88
0.83,89
0.88,90
0.92,91
0.96,90
0.00,90
0.04,89
0.08,91
0.13,91
0.17,89
0.21,91
0.25,92
0.29,93
0.33,88
